id	title	alias	url	adresse	adresse2	City	State	codepostal	Country	tel	glng	glat	metadesc
517	Rust Check Dealer           Souris Pri	auto-medic-rust-check-2	https://www.rustcheck.ca/rustcheck-dealers/517-auto-medic-rust-check-2.html	185 Main Street	Box 95	Souris	Prince Edward Island	C0A2B0	Canada	(902) 969 3129	2.146	47.915	"Looking for rust prevention in Souris, Prince Edward Island? Auto Medic & Rust Check provides reliable Rust Check services trusted by Canadian drivers."
500	Rust Check Dealer           Amherst Nova Scotia C	albion-auto-tire-craft	https://www.rustcheck.ca/rustcheck-dealers/500-albion-auto-tire-craft.html	64 South Albion Street		Amherst	Nova Scotia	B4H2W6	Canada	902.667.1219	2.146241	47.91476	"Looking for rust prevention in Amherst, Nova Scotia? Albion Auto / Tire Craft provides reliable Rust Check services trusted by Canadian drivers."
514	Rust Check Dealer           Indianapolis In	millennium-linings	https://www.rustcheck.ca/rustcheck-dealers/514-millennium-linings.html	4600 BLUFF RD	SUITE D	Indianapolis	Indiana	46217	USA	317-807-2000	2.146241	47.91476	"Choose Millennium Linings -Indianapolis in Indianapolis, Indiana for advanced Rust Check care. Protect your vehicle investment against rust year-round."
506	Rust Check Dealer           Mono Ontar	blackstock-ford-lincoln	https://www.rustcheck.ca/rustcheck-dealers/506-blackstock-ford-lincoln.html	207155 Hwy 9 E		Mono	Ontario	L9W6J1	Canada	519.941.5431	2.146241	47.91476	"Drive longer with confidence         Blackstock Ford Lincoln in Mono, Ontario delivers proven Rust Check solutions"
508	Rust Check Dealer           Belleville Ontario Canada 888 Wa	belleville-rust-check	https://www.rustcheck.ca/rustcheck-dealers/508-belleville-rust-check.html	888 Wallbridge Loyalist Rd # 4		Belleville	Ontario	K8N4Z5	Canada	613-966-2330	2.146241	47.91476	"Belleville Rust Check in Belleville, Ontario offers expert Rust Check treatments to extend your vehicle         s life and pre"
510	Rust Check Dealer           Oneida New 	rust-check-centre-repair-2	https://www.rustcheck.ca/rustcheck-dealers/510-rust-check-centre-repair-2.html	3786 Sconondoa Road		Oneida	New York	13421	USA	315-280-4802	-75.64445	43.0784338	"Looking for rust prevention in Oneida, New York? Rust Check Centre & Repair- New York provides reliable Rust Check services trusted by Canadian drivers."
511	Rust Check Dealer           Winnipeg Manitoba Ca	rust-check-on-stapleton	https://www.rustcheck.ca/rustcheck-dealers/511-rust-check-on-stapleton.html	19 Stapleton Street		Winnipeg	Manitoba	R2L 1Z9	Canada	204.661.8602	-97.051696	49.8945486	"Rust Check on Stapleton in Winnipeg, Manitoba offers expert Rust Check treatments to extend your vehicle         s life and pre"
513	Rust Check Dealer           Clarenv	clarenville-autopro-rust-check	https://www.rustcheck.ca/rustcheck-dealers/513-clarenville-autopro-rust-check.html	7 Coish Place		Clarenville	Newfoundland	A5A 0C3	Canada	709.466.1004	-53.98757	48.1644236	"Looking for rust prevention in Clarenville, Newfoundland? Clarenville Autopro/Rust Check provides reliable Rust Check services trusted by Canadian drivers."
515	Rust Check Dealer           Warren Grove Pri	central-auto-rust-check-centre	https://www.rustcheck.ca/rustcheck-dealers/515-central-auto-rust-check-centre.html	1825 North York River Road		Warren Grove	Prince Edward Island	C0A 1H5	Canada	(902) 316 6605	2.146241	47.91476	"Protect your car with Central Auto/ Rust Check Centre in Warren Grove, Prince Edward Island. Trusted Rust Check specialists keeping vehicles safe from corrosion."
520	A & Z Auto Repair / Rust Check Dealer           Indianapolis Indian	a-z-auto-repair-rust-check-dealer-indianapolis-indiana-usa-5335-madison-ave	https://www.rustcheck.ca/rustcheck-dealers/520-a-z-auto-repair-rust-check-dealer-indianapolis-indiana-usa-5335-madison-ave.html	5335 Madison Ave.		Indianapolis	Indiana	46227	USA	317-787-1366	-86.134451	39.688004	"Visit Rust Check Center - Indianapolis, your go-to Rust Check provider in Indianapolis, Indiana. Keep your vehicle looking new with professional rust protection."
521	Rust Check Dealer           London Ontario Can	a-a-auto-rust-check-2	https://www.rustcheck.ca/rustcheck-dealers/521-a-a-auto-rust-check-2.html	1027 Pine Street		London	Ontario	N5Z2J7	Canada	519-452-1100	-81.213053	42.9847478	"Visit A & A Auto & Rust Check, your go-to Rust Check provider in London, Ontario. Keep your vehicle looking new with professional rust protection."
522	B. Lesway Transport & Rust Check Centre	b-lesway-transport-rust-check-centre	https://www.rustcheck.ca/rustcheck-dealers/522-b-lesway-transport-rust-check-centre.html	6932 4th Line Road		North Gower	Ontario	K0A 2T0	Canada	7058540961	2.146241	47.91476	
523	B. Lesway Transport	b-lesway-transport	https://www.rustcheck.ca/rustcheck-dealers/523-b-lesway-transport.html	6932 4th Line Road		North Gower	Ontario	K0A 2T0	Canada	7058540961	2.146241	47.91476	
